Insult,Comment
1,"""before calling others stupid you gay piece of shit you should check the spelling of your own username because it seems that you forgot to complete its spelling. Dild....o? Dildo? *ur extremely gay"""
0,"""@Doremus Jessup 2.0 ""Little bastard shot me in the ass!"" --The Waco Kid"""
1,"""suck a dick pussy ass nigga bitch!!!"""
1,"""hey rynthih95 who the hell r \xa0u speaking on sachin .\nshut up u fucking ass [[midfing]]"""
1,"""Soooo
0,"""It was never going to last with Ashton.\\nI really hope she makes a full recovery
0,"""Celebrity Big Brother IS a mistake."""
0,"""Im a man u fan. I think de gea is a flop 4 what was paid 4 him. He has made a couple good saves. \\nOther than that he lacks confidence and doesn't look ready 4 the prem. \\nI think man u will need another goalie in next couple of years as se gea will get worse. """
1,"""hey jurbinsky your mom's a pile of garbage why don't you shut up."""
0,"""aside from that
1,"""You really are a fool."""
0,"""I have one too! And I snagged a black and white maxi skirt from target last week! It's so comfy!! :) Where did you get your dress?"""
0,"""we should HOLD Holder at GITMO until he comes clean."""
0,"""Yea
0,"""@Dan_tm@noBjustRyan what are you protesting?  same thing as me?"""
0,"""I just want to tell every parents that plz. let your daughter or son to marry their love
1,"""go back to sucking your neighbors dogs dick"""
0,"""@atvcar\xa0 Nobody likes the messenger."""
0,"""Sheeps Balls?!\xa0Are you rebranding?\xa0""Sheep's Bollocks to Poverty"" is quite a mouthfull... Did you see what I did there!!"""
1,"""shut the fuck up"""
0,"""You take the money
0,"""Great Pin Bea. This photo just tells a story."""
0,"""Islam Vs. Judaism: \xa0\nIn 2007\xa0Islam and Judaism's holiest holidays overlapped for 10 days.\nMuslims racked up 397 dead bodies in 94\xa0terror attacks\xa0across 10\xa0\ncountries during this time... while Jews\xa0worked\xa0on their 159th Nobel Prize."""
1,"""really ? you'd better be prepared for the whole law to be trashed
1,"""Hey right winger ""just4thefax""
1,"""that's a brilliant comeback blowhard even though we both know she died from a brain\xa0aneurysm\n\nwould you like me to show you the link again to the story and you can act like you didn't know you racist inbred trash\n\nSLAVER TO YOUR FACE"""
0,"""IN THE LIAR'S OWN WORDS:\n\n\n\n\nFlashback 2007: Obama attacked trying \u2018to hide behind\nexecutive privilege\u2019 \n\nCNN\u2019S LARRY KING: \u201cDo you favor executive privilege or should Karl Rove and\nothers in that like position be forced to testify before the House or Senate?\n\n\n\nOBAMA:\n\u201cWell
0,"""@YinzerinCT\xa0Gangs of Connecticut.\n\xa0\nSolid movie."""
1,"""That's a dumb opinion and you are dumb for holding it."""
0,"""OK
0,"""This is the same Obama who slandered GHW for an\xa0\nExecutive\xa0Privilege\nclaim."""
1,"""why dony you fuck off"""
0,"""@AleisterHyde The catch-phrase refers to the size of the force
0,"""too bad
0,"""So they send a guy to blow up a tree and his own leg? Geniuses."""
0,"""@NotBornEveryMin @'Micah Carter Which sock am I supposed to reply to?"""
0,"""The cleverest comment that I have seen for a long time
0,"""Looks like Ed Malloy is calling a foul on Ray playing D in the picture.. Classic"""
0,"""looks like while you guys have extended B-P with Mariners we've got Barn-Duty for you...?\nsay we do and we do our job
1,"""and you mother was a fucker.of dogs
0,"""This article is porn for women. Seriously
0,"""Democrats believe the government should take care of them... republicans feel you should get off you lazy ass and make something of yourself....."""
1,"""You are offensive and stupid."""
1,"""you're an egoistic dimwitted cunt. that's why you fail in your life. don't drag others' down."""
1,"""I'm sure dumb-asses
0,"""You so funny. \\xc2\\xa0Direct financing or shady indirect loan. \\xc2\\xa0Both cost the taxpayer money. \\xc2\\xa0Don't say it was just a guarantee because we ended up paying off on that guarantee. \\xc2\\xa0Name the part of the constitution where it says the federal government can take our money and give it to businesses. \\xc2\\xa0Of course
0,"""What the fuck?! Kane loses again?! Has he won a match since going back to wearing a mask?!"""
1,"""you fail at being a mother and a Marine....someone should grab your empty\xa0head and give you a killer bone crushing skull fucking in front of your father."""
0,"""Took my girlfriend to see it.\xa0\n\nShe told me to stop jumping like a bitch :/"""
0,"""First off
0,"""another hot button election smoke screan. The realalty is WHO CARES.\\xc2\\xa0 The gay comminity should be allowed to have the same difficultries the rest of us go throught.\\xc2\\xa0\\xc2\\xa0 I agree with Christie put it on a ballot for the public to vote on.\\xc2\\xa0 This way repubs can do what dems do take no ownership of this.\\xc2\\xa0\\xc2\\xa0 really who cares"""
0,"""The comments about this sad story only proves how ""smart"" some people are in this once great nation. Kenya is an US ally and have been for years
0,"""fuck the judges..better stop the boxing events!"""
1,"""You're a bleeping idiot!!!!"""
1,"""You're a bum"""
0,"""21st Century: England - not qualified!"""
1,"""you're a tard"""
0,"""I'm not even mad. I expect this kind of drivel from him
1,"""Yeah
0,"""I think he forgot that we just scored 9 runs yesterday."""
1,"""BudweiserB11\nshut up ignorant fool poland ruled over half of russia in the real times of history when guns and weapons weren't even heard of. Im sick of you ignorant idiots trying to take a shot at history ****ing loser.\n-------------------------------\n\nWho are you responding to? And I know what you're talking about. Byli\u015bmy pot\u0119g\u0105 z Husari\u0105."""
0,"""Sling the term liberal around a little more because people might actually begin to believe you aren't a pro-life democrat."""
0,"""yes he does my dick is hard\xa0 right now\xa0 i jacked off to him and pretended that it was someone else i knew"""
0,"""Where are you getting your information from?"""
0,"""Be careful what you say. Your comment has to be approved now by unelected hypocrites in Washington."""
1,"""You are stupid"""
0,"""I liked the Cersei arc in book 4
0,"""for whatever reason
1,"""You are a fucking retard...before doing shit like that won't you consider the other person and how they got violated in to their privacy...go to fucking hell"""
0,"""Conservatives are social leeches and the scum of the earth."""
0,"""Iran has already done it by proxy.  You have no idea what a brutal regime this is."""
0,"""Joe Paterno let an accused Pedophile roam the campuses free....when Sandusky was charged in 1998....Paterno simply let him ""retire""----and why did no other college in the NATION try to recruit Sandusky? Because they KNEW he was dirty filthy pedophile...yet Paterno continue to befriend him...even letting him use the locker rooms...so that...another boy could be ANAL RAPED in the locker rooms of Penn State....Ask yourself...why would Paterno even CONSIDER letting a Man (friend or not)----back on campus after accused of being a Pedophile?!?! Unless Paterno didn\\'t care? Paterno is just as much to blame..was his stupid decision to let the man back on campus after a D.A. was investigating and continuing to investigate Sandusky up until 2005 when the D.A. went missing and is presumed DEAD (oh and his laptop and hard drive were destroyed too...can you say cover up?!!"""
0,"""i like dbz better
0,"""What Hinckley was doing is called fudging. He knew all right but he knew how it would look to admit to it."""
0,"""You'll be not waiting foerever."""
0,"""There's a book out which tracks Art Rooney's path from bootlegging and gamling to the NFL..I only point this out to illustrate how money and time can make perceived deficiencies evaporate."""
1,"""But Bellinski you are a Jewish Feigle yourself !"""
0,"""Stopped caring about my penis size once it became apparent to me the only person that I have to please is myself.\n\nIf my dick gets wet why does it matter if she has a good time or not? Yes my small penis has turned me into an inconsiderate dick
1,"""Don't you wish you weren't so fat and could dance too?"""
0,"""I still think Fabian Solutions is an in-house creation to provoke more posts - I can't believe any human being
0,"""Attention women. If you are being followed/stalked late at night and your stalker starts a confrontation. Don't fight back because if you do and start to beat the heII out of your stalker they can pull a gun a shoo t you. Then claim self defense."""
0,"""Are you stebbers?"""
0,"""@daredevil241\xa0\xa0@tomislavgrujic\xa0yea well when you do make sure you punch him with your right hand otherwise it might not be authentic enough for him"""
0,"""I didn't
0,"""We are creating another whole segment of society that will never work again by extending unemployment.\\xc2\\xa0 Who even would hire someone who had not worked in 2-3 years.\\xc2\\xa0 After 2-3 years most people are unfit to work mentally.\\xc2\\xa0 The real hustlers went out and got a job
1,"""No people like you are the problem we are having in this world."""
1,"""Must really suck to be black. What a toxic
0,"""You put your left foot out.........."""
0,"""Hey my team is 9 games under .500 and my fans think were the best team
0,"""Yeah
0,"""Hmmm...\n\nYou claim that ""Iranians ...have not started a war in 200 years.""\n\nYet I clearly recall a series of seemingly never-ending wars between Iran and Iraq in the latter part of the last century
0,"""Last I checked the constitution still said ""All men are created equal""
1,"""Big Deal Libturd... go crawl back under your rock..."""
1,"""Still waiting for you to put your money where your mouth is
0,"""Because of biblical prophecy
1,"""If it has to be explained
0,"""He had a democratic congress at first and still got nothing done. Even his Hollywood friends are jumping ship."""
0,"""it won\\'t matter what the ""official"" count is
0,"""Yes you need to understand how your guy sucked off taxpayers all his life and will till the day he dies."""
0,"""@mstoogood4yall: wel
1,"""Oh NO! Somebody DELETED my comment. You all KNOW the RULE: 1 delete = 50 REPOSTS. Here we go:\n#38 Bill O is furious that Obama isn't getting the US more involved in the fuckedup places in the world. You know Internationalist Rubish Murdouchebag signs his paycheck funded by Internationalist Saudi ROYAL Aldickweed. Yeah Bill get the tea-tards stirred up the US is not playing Murdouchebag-Aldickweeds agenda like the Bushies. Ron Paul was right about you foxtarrds."""
